Date,Sprint,Project,Total_Bugs,Total_Stories,Bug_Density,WIP,Avg_Lead_Time_Min,Avg_Cycle_Time_Min
2026-03-23,Sprint 1 CRM,CRM,0,7,0.00,0,7.85,8.28
